# Take GHG emissions for the energy system, filter to include only resources,,,,,
# in model base years, and rename to regional SO2.,,,,,
region,resource,subresource,technology,year,Non.CO2,emiss.coef
South America_Northern,natural gas,natural gas,natural gas,2005,N2O,0
South America_Northern,coal,coal,coal,2010,CH4,0.270226267
South America_Northern,coal,coal,coal,2010,N2O,0
South America_Northern,crude oil,crude oil,crude oil,2010,CH4,0.337132965
South America_Northern,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
South America_Northern,natural gas,natural gas,natural gas,2010,CH4,0.300110342
South America_Northern,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
South America_Northern,coal,coal,coal,2015,CH4,0.256594838
South America_Northern,coal,coal,coal,2015,N2O,0
South America_Northern,crude oil,crude oil,crude oil,2015,CH4,0.354957542
South America_Northern,crude oil,crude oil,crude oil,2015,N2O,0
South America_Northern,natural gas,natural gas,natural gas,2015,CH4,0.337804658
South America_Northern,natural gas,natural gas,natural gas,2015,N2O,0
South America_Southern,coal,coal,coal,1975,CH4,0.491185455
South America_Southern,coal,coal,coal,1975,N2O,0
South America_Southern,crude oil,crude oil,crude oil,1975,CH4,0.392040911
South America_Southern,crude oil,crude oil,crude oil,1975,N2O,0
South America_Southern,natural gas,natural gas,natural gas,1975,CH4,0.397931523
South America_Southern,natural gas,natural gas,natural gas,1975,N2O,0
South America_Southern,coal,coal,coal,1990,CH4,0.382951108
South America_Southern,coal,coal,coal,1990,N2O,0
South America_Southern,crude oil,crude oil,crude oil,1990,CH4,0.452815391
South America_Southern,crude oil,crude oil,crude oil,1990,N2O,0
South America_Southern,natural gas,natural gas,natural gas,1990,CH4,0.442162796
South America_Southern,natural gas,natural gas,natural gas,1990,N2O,0
South America_Southern,coal,coal,coal,2005,CH4,0.266570496
South America_Southern,coal,coal,coal,2005,N2O,0
South America_Southern,crude oil,crude oil,crude oil,2005,CH4,0.380829137
South America_Southern,crude oil,crude oil,crude oil,2005,N2O,0
South America_Southern,natural gas,natural gas,natural gas,2005,CH4,0.332724508
South America_Southern,natural gas,natural gas,natural gas,2005,N2O,0
South America_Southern,coal,coal,coal,2010,CH4,0.270226267
South America_Southern,coal,coal,coal,2010,N2O,0
South America_Southern,crude oil,crude oil,crude oil,2010,CH4,0.337132965
South America_Southern,crude oil,crude oil,crude oil,2010,N2O,0
South America_Southern,natural gas,natural gas,natural gas,2010,CH4,0.300110342
South America_Southern,natural gas,natural gas,natural gas,2010,N2O,0
South America_Southern,coal,coal,coal,2015,CH4,0.256594838
South America_Southern,coal,coal,coal,2015,N2O,0
South America_Southern,crude oil,crude oil,crude oil,2015,CH4,0.354957542
South America_Southern,crude oil,crude oil,crude oil,2015,N2O,0
South America_Southern,natural gas,natural gas,natural gas,2015,CH4,0.337804658
South America_Southern,natural gas,natural gas,natural gas,2015,N2O,0
South Asia,coal,coal,coal,1975,CH4,0.411179391
South Asia,coal,coal,coal,1975,N2O,0
South Asia,crude oil,crude oil,crude oil,1975,CH4,0.392040911
South Asia,crude oil,crude oil,crude oil,1975,N2O,0
South Asia,natural gas,natural gas,natural gas,1975,CH4,0.397931523
South Asia,natural gas,natural gas,natural gas,1975,N2O,0
South Asia,coal,coal,coal,1990,CH4,0.382951108
South Asia,coal,coal,coal,1990,N2O,0
South Asia,crude oil,crude oil,crude oil,1990,CH4,0.234407883
South Asia,crude oil,crude oil,crude oil,1990,N2O,0
South Asia,natural gas,natural gas,natural gas,1990,CH4,0.234407883
South Asia,natural gas,natural gas,natural gas,1990,N2O,0
South Asia,coal,coal,coal,2005,CH4,0.266570496
South Asia,coal,coal,coal,2005,N2O,0
South Asia,crude oil,crude oil,crude oil,2005,CH4,0.380829137
South Asia,crude oil,crude oil,crude oil,2005,N2O,0
South Asia,natural gas,natural gas,natural gas,2005,CH4,0.332724508
South Asia,natural gas,natural gas,natural gas,2005,N2O,0
South Asia,coal,coal,coal,2010,CH4,0.270226267
South Asia,coal,coal,coal,2010,N2O,0
South Asia,crude oil,crude oil,crude oil,2010,CH4,0.337132965
South Asia,crude oil,crude oil,crude oil,2010,N2O,0
South Asia,natural gas,natural gas,natural gas,2010,CH4,0.300110342
South Asia,natural gas,natural gas,natural gas,2010,N2O,0
South Asia,coal,coal,coal,2015,CH4,0.256594838
South Asia,coal,coal,coal,2015,N2O,0
South Asia,crude oil,crude oil,crude oil,2015,CH4,0.354957542
South Asia,crude oil,crude oil,crude oil,2015,N2O,0
South Asia,natural gas,natural gas,natural gas,2015,CH4,0.337804658
South Asia,natural gas,natural gas,natural gas,2015,N2O,0
South Korea,coal,coal,coal,1975,CH4,0.491185455
South Korea,coal,coal,coal,1975,N2O,0
South Korea,crude oil,crude oil,crude oil,1975,CH4,0.392040911
South Korea,crude oil,crude oil,crude oil,1975,N2O,0
South Korea,natural gas,natural gas,natural gas,1975,CH4,0.397931523
South Korea,natural gas,natural gas,natural gas,1975,N2O,0
South Korea,coal,coal,coal,1990,CH4,0.382951108
South Korea,coal,coal,coal,1990,N2O,0
South Korea,crude oil,crude oil,crude oil,1990,CH4,0.452815391
South Korea,crude oil,crude oil,crude oil,1990,N2O,0
South Korea,natural gas,natural gas,natural gas,1990,CH4,0.442162796
South Korea,natural gas,natural gas,natural gas,1990,N2O,0
South Korea,coal,coal,coal,2005,CH4,0.266570496
South Korea,coal,coal,coal,2005,N2O,0
South Korea,crude oil,crude oil,crude oil,2005,CH4,0.380829137
South Korea,crude oil,crude oil,crude oil,2005,N2O,0
South Korea,natural gas,natural gas,natural gas,2005,CH4,0.332724508
South Korea,natural gas,natural gas,natural gas,2005,N2O,0
South Korea,coal,coal,coal,2010,CH4,0.270226267
South Korea,coal,coal,coal,2010,N2O,0
South Korea,crude oil,crude oil,crude oil,2010,CH4,0.337132965
South Korea,crude oil,crude oil,crude oil,2010,N2O,0
South Korea,natural gas,natural gas,natural gas,2010,CH4,0.300110342
South Korea,natural gas,natural gas,natural gas,2010,N2O,0
South Korea,coal,coal,coal,2015,CH4,0.256594838
South Korea,coal,coal,coal,2015,N2O,0
South Korea,crude oil,crude oil,crude oil,2015,CH4,0.354957542
South Korea,crude oil,crude oil,crude oil,2015,N2O,0
South Korea,natural gas,natural gas,natural gas,2015,CH4,0.337804658
South Korea,natural gas,natural gas,natural gas,2015,N2O,0
Southeast Asia,coal,coal,coal,1975,CH4,0.491185455
Southeast Asia,coal,coal,coal,1975,N2O,0
Southeast Asia,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Southeast Asia,crude oil,crude oil,crude oil,1975,N2O,0
Southeast Asia,natural gas,natural gas,natural gas,1975,CH4,0.397931523
Southeast Asia,natural gas,natural gas,natural gas,1975,N2O,0
Southeast Asia,coal,coal,coal,1990,CH4,0.382951108
Southeast Asia,coal,coal,coal,1990,N2O,0
Southeast Asia,crude oil,crude oil,crude oil,1990,CH4,0.308799943
Southeast Asia,crude oil,crude oil,crude oil,1990,N2O,0
Southeast Asia,natural gas,natural gas,natural gas,1990,CH4,0.308799943
Southeast Asia,natural gas,natural gas,natural gas,1990,N2O,0
Southeast Asia,coal,coal,coal,2005,CH4,0.266570496
Southeast Asia,coal,coal,coal,2005,N2O,0
Southeast Asia,crude oil,crude oil,crude oil,2005,CH4,0.268672755
Southeast Asia,crude oil,crude oil,crude oil,2005,N2O,0
Southeast Asia,natural gas,natural gas,natural gas,2005,CH4,0.268672755
Southeast Asia,natural gas,natural gas,natural gas,2005,N2O,0
Southeast Asia,coal,coal,coal,2010,CH4,0.270226267
Southeast Asia,coal,coal,coal,2010,N2O,0
Southeast Asia,crude oil,crude oil,crude oil,2010,CH4,0.294066924
Southeast Asia,crude oil,crude oil,crude oil,2010,N2O,0
Southeast Asia,natural gas,natural gas,natural gas,2010,CH4,0.294066924
Southeast Asia,natural gas,natural gas,natural gas,2010,N2O,0
Southeast Asia,coal,coal,coal,2015,CH4,0.256594838
Southeast Asia,coal,coal,coal,2015,N2O,0
Southeast Asia,crude oil,crude oil,crude oil,2015,CH4,0.324105888
Southeast Asia,crude oil,crude oil,crude oil,2015,N2O,0
Southeast Asia,natural gas,natural gas,natural gas,2015,CH4,0.324105888
Southeast Asia,natural gas,natural gas,natural gas,2015,N2O,0
Taiwan,coal,coal,coal,1975,CH4,0.491185455
Taiwan,coal,coal,coal,1975,N2O,0
Taiwan,crude oil,crude oil,crude oil,1975,CH4,0.365220154
Taiwan,crude oil,crude oil,crude oil,1975,N2O,0
Taiwan,natural gas,natural gas,natural gas,1975,CH4,0.365220154
Taiwan,natural gas,natural gas,natural gas,1975,N2O,0
Taiwan,coal,coal,coal,1990,CH4,0.382951108
Taiwan,coal,coal,coal,1990,N2O,0
Taiwan,crude oil,crude oil,crude oil,1990,CH4,0.442162796
Taiwan,crude oil,crude oil,crude oil,1990,N2O,0
Taiwan,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Taiwan,natural gas,natural gas,natural gas,1990,N2O,0
Taiwan,coal,coal,coal,2005,CH4,0.266570496
Taiwan,coal,coal,coal,2005,N2O,0
Taiwan,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Taiwan,crude oil,crude oil,crude oil,2005,N2O,0
Taiwan,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Taiwan,natural gas,natural gas,natural gas,2005,N2O,0
Taiwan,coal,coal,coal,2010,CH4,0.270226267
Taiwan,coal,coal,coal,2010,N2O,0
Taiwan,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Taiwan,crude oil,crude oil,crude oil,2010,N2O,0
Taiwan,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Taiwan,natural gas,natural gas,natural gas,2010,N2O,0
Taiwan,coal,coal,coal,2015,CH4,0.256594838
Taiwan,coal,coal,coal,2015,N2O,0
Taiwan,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Taiwan,crude oil,crude oil,crude oil,2015,N2O,0
Taiwan,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Taiwan,natural gas,natural gas,natural gas,2015,N2O,0
Argentina,coal,coal,coal,1975,CH4,0.491185455
Argentina,coal,coal,coal,1975,N2O,0
Argentina,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Argentina,crude oil,crude oil,crude oil,1975,N2O,0
Argentina,natural gas,natural gas,natural gas,1975,CH4,0.397931523
Argentina,natural gas,natural gas,natural gas,1975,N2O,0
Argentina,coal,coal,coal,1990,CH4,0.382951108
Argentina,coal,coal,coal,1990,N2O,0
Argentina,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Argentina,crude oil,crude oil,crude oil,1990,N2O,0
Argentina,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Argentina,natural gas,natural gas,natural gas,1990,N2O,0
Argentina,coal,coal,coal,2005,CH4,0.266570496
Argentina,coal,coal,coal,2005,N2O,0
Argentina,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Argentina,crude oil,crude oil,crude oil,2005,N2O,0
Argentina,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Argentina,natural gas,natural gas,natural gas,2005,N2O,0
Argentina,coal,coal,coal,2010,CH4,0.270226267
Argentina,coal,coal,coal,2010,N2O,0
Argentina,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Argentina,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Argentina,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Argentina,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Argentina,coal,coal,coal,2015,CH4,0.256594838
Argentina,coal,coal,coal,2015,N2O,0
Argentina,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Argentina,crude oil,crude oil,crude oil,2015,N2O,0
Argentina,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Argentina,natural gas,natural gas,natural gas,2015,N2O,0
Colombia,coal,coal,coal,1975,CH4,0.344307968
Colombia,coal,coal,coal,1975,N2O,0
Colombia,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Colombia,crude oil,crude oil,crude oil,1975,N2O,0
Colombia,natural gas,natural gas,natural gas,1975,CH4,0.397931523
Colombia,natural gas,natural gas,natural gas,1975,N2O,0
Colombia,coal,coal,coal,1990,CH4,0.097353307
Colombia,coal,coal,coal,1990,N2O,0
Colombia,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Colombia,crude oil,crude oil,crude oil,1990,N2O,0
Colombia,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Colombia,natural gas,natural gas,natural gas,1990,N2O,0
Colombia,coal,coal,coal,2005,CH4,0.10733453
Colombia,coal,coal,coal,2005,N2O,0
Colombia,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Colombia,crude oil,crude oil,crude oil,2005,N2O,0
Colombia,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Colombia,natural gas,natural gas,natural gas,2005,N2O,0
Colombia,coal,coal,coal,2010,CH4,0.10429771
Colombia,coal,coal,coal,2010,N2O,0
Colombia,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Colombia,crude oil,crude oil,crude oil,2010,N2O,0
Colombia,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Colombia,natural gas,natural gas,natural gas,2010,N2O,0
Colombia,coal,coal,coal,2015,CH4,0.091903798
Colombia,coal,coal,coal,2015,N2O,0
Colombia,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Colombia,crude oil,crude oil,crude oil,2015,N2O,0
Colombia,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Colombia,natural gas,natural gas,natural gas,2015,N2O,0
Ukraine,coal,coal,coal,1975,CH4,0.491185455
Ukraine,coal,coal,coal,1975,N2O,0
Ukraine,crude oil,crude oil,crude oil,1975,CH4,0.241778896
Ukraine,crude oil,crude oil,crude oil,1975,N2O,0
Ukraine,natural gas,natural gas,natural gas,1975,CH4,0.241778896
Ukraine,natural gas,natural gas,natural gas,1975,N2O,0
Ukraine,coal,coal,coal,1990,CH4,0.382951108
Ukraine,coal,coal,coal,1990,N2O,0
Ukraine,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Ukraine,crude oil,crude oil,crude oil,1990,N2O,0
Ukraine,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Ukraine,natural gas,natural gas,natural gas,1990,N2O,0
Ukraine,coal,coal,coal,2005,CH4,0.266570496
Ukraine,coal,coal,coal,2005,N2O,0
Ukraine,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Ukraine,crude oil,crude oil,crude oil,2005,N2O,0
Ukraine,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Ukraine,natural gas,natural gas,natural gas,2005,N2O,0
Ukraine,coal,coal,coal,2010,CH4,0.270226267
Ukraine,coal,coal,coal,2010,N2O,0
Ukraine,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Ukraine,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Ukraine,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Ukraine,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Ukraine,coal,coal,coal,2015,CH4,0.256594838
Ukraine,coal,coal,coal,2015,N2O,0
Ukraine,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Ukraine,crude oil,crude oil,crude oil,2015,N2O,0
Ukraine,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Ukraine,natural gas,natural gas,natural gas,2015,N2O,0
UK+,coal,coal,coal,1975,CH4,0.491185455
UK+,coal,coal,coal,1975,N2O,0
UK+,crude oil,crude oil,crude oil,1975,CH4,0.21323845
UK+,crude oil,crude oil,crude oil,1975,N2O,0
UK+,natural gas,natural gas,natural gas,1975,CH4,0.21323845
UK+,natural gas,natural gas,natural gas,1975,N2O,0
UK+,coal,coal,coal,1990,CH4,0.382951108
UK+,coal,coal,coal,1990,N2O,0
UK+,crude oil,crude oil,crude oil,1990,CH4,0.086283358
UK+,crude oil,crude oil,crude oil,1990,N2O,0
UK+,natural gas,natural gas,natural gas,1990,CH4,0.086283358
UK+,natural gas,natural gas,natural gas,1990,N2O,0
UK+,coal,coal,coal,2005,CH4,0.266570496
UK+,coal,coal,coal,2005,N2O,0
UK+,crude oil,crude oil,crude oil,2005,CH4,0.03983987
UK+,crude oil,crude oil,crude oil,2005,N2O,0
UK+,natural gas,natural gas,natural gas,2005,CH4,0.03983987
UK+,natural gas,natural gas,natural gas,2005,N2O,0
UK+,coal,coal,coal,2010,CH4,0.204130167
UK+,coal,coal,coal,2010,N2O,0
UK+,crude oil,crude oil,crude oil,2010,CH4,0.050527142
UK+,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
UK+,natural gas,natural gas,natural gas,2010,CH4,0.050527142
UK+,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
UK+,coal,coal,coal,2015,CH4,0.162652741
UK+,coal,coal,coal,2015,N2O,0
UK+,crude oil,crude oil,crude oil,2015,CH4,0.07301813
UK+,crude oil,crude oil,crude oil,2015,N2O,0
UK+,natural gas,natural gas,natural gas,2015,CH4,0.07301813
UK+,natural gas,natural gas,natural gas,2015,N2O,0
EU_Central,coal,coal,coal,1975,CH4,0.242163806
EU_Central,coal,coal,coal,1975,N2O,0
EU_Central,crude oil,crude oil,crude oil,1975,CH4,0.286398944
EU_Central,crude oil,crude oil,crude oil,1975,N2O,0
EU_Central,natural gas,natural gas,natural gas,1975,CH4,0.286398944
EU_Central,natural gas,natural gas,natural gas,1975,N2O,0
EU_Central,coal,coal,coal,1990,CH4,0.240427397
EU_Central,coal,coal,coal,1990,N2O,0
EU_Central,crude oil,crude oil,crude oil,1990,CH4,0.36842473
EU_Central,crude oil,crude oil,crude oil,1990,N2O,0
EU_Central,natural gas,natural gas,natural gas,1990,CH4,0.36842473
EU_Central,natural gas,natural gas,natural gas,1990,N2O,0
EU_Central,coal,coal,coal,2005,CH4,0.179165192
EU_Central,coal,coal,coal,2005,N2O,0
EU_Central,crude oil,crude oil,crude oil,2005,CH4,0.380829137
EU_Central,crude oil,crude oil,crude oil,2005,N2O,0
EU_Central,natural gas,natural gas,natural gas,2005,CH4,0.332724508
EU_Central,natural gas,natural gas,natural gas,2005,N2O,0
EU_Central,coal,coal,coal,2010,CH4,0.184922299
EU_Central,coal,coal,coal,2010,N2O,0
EU_Central,crude oil,crude oil,crude oil,2010,CH4,0.337132965
EU_Central,crude oil,crude oil,crude oil,2010,N2O,0
EU_Central,natural gas,natural gas,natural gas,2010,CH4,0.300110342
EU_Central,natural gas,natural gas,natural gas,2010,N2O,0
EU_Central,coal,coal,coal,2015,CH4,0.17100957
EU_Central,coal,coal,coal,2015,N2O,0
EU_Central,crude oil,crude oil,crude oil,2015,CH4,0.354957542
EU_Central,crude oil,crude oil,crude oil,2015,N2O,0
EU_Central,natural gas,natural gas,natural gas,2015,CH4,0.337804658
EU_Central,natural gas,natural gas,natural gas,2015,N2O,0
Poland,coal,coal,coal,1975,CH4,0.241960501
Poland,coal,coal,coal,1975,N2O,0
Poland,crude oil,crude oil,crude oil,1975,CH4,0.26110833
Poland,crude oil,crude oil,crude oil,1975,N2O,0
Poland,natural gas,natural gas,natural gas,1975,CH4,0.26110833
Poland,natural gas,natural gas,natural gas,1975,N2O,0
Poland,coal,coal,coal,1990,CH4,0.155038795
Poland,coal,coal,coal,1990,N2O,0
Poland,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Poland,crude oil,crude oil,crude oil,1990,N2O,0
Poland,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Poland,natural gas,natural gas,natural gas,1990,N2O,0
Poland,coal,coal,coal,2005,CH4,0.16055477
Poland,coal,coal,coal,2005,N2O,0
Poland,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Poland,crude oil,crude oil,crude oil,2005,N2O,0
Poland,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Poland,natural gas,natural gas,natural gas,2005,N2O,0
Poland,coal,coal,coal,2010,CH4,0.153538739
Poland,coal,coal,coal,2010,N2O,0
Poland,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Poland,crude oil,crude oil,crude oil,2010,N2O,0
Poland,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Poland,natural gas,natural gas,natural gas,2010,N2O,0
Poland,coal,coal,coal,2015,CH4,0.14896364
Poland,coal,coal,coal,2015,N2O,0
Poland,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Poland,crude oil,crude oil,crude oil,2015,N2O,0
Poland,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Poland,natural gas,natural gas,natural gas,2015,N2O,0
EU_Southeast,coal,coal,coal,1975,CH4,0.323930711
EU_Southeast,coal,coal,coal,1975,N2O,0
EU_Southeast,crude oil,crude oil,crude oil,1975,CH4,0.392040911
EU_Southeast,crude oil,crude oil,crude oil,1975,N2O,0
EU_Southeast,natural gas,natural gas,natural gas,1975,CH4,0.397931523
EU_Southeast,natural gas,natural gas,natural gas,1975,N2O,0
EU_Southeast,coal,coal,coal,1990,CH4,0.349408325
EU_Southeast,coal,coal,coal,1990,N2O,0
EU_Southeast,crude oil,crude oil,crude oil,1990,CH4,0.452815391
EU_Southeast,crude oil,crude oil,crude oil,1990,N2O,0
EU_Southeast,natural gas,natural gas,natural gas,1990,CH4,0.442162796
EU_Southeast,natural gas,natural gas,natural gas,1990,N2O,0
EU_Southeast,coal,coal,coal,2005,CH4,0.257542803
EU_Southeast,coal,coal,coal,2005,N2O,0
EU_Southeast,crude oil,crude oil,crude oil,2005,CH4,0.380829137
EU_Southeast,crude oil,crude oil,crude oil,2005,N2O,0
EU_Southeast,natural gas,natural gas,natural gas,2005,CH4,0.332724508
EU_Southeast,natural gas,natural gas,natural gas,2005,N2O,0
EU_Southeast,coal,coal,coal,2010,CH4,0.180444003
EU_Southeast,coal,coal,coal,2010,N2O,0
EU_Southeast,crude oil,crude oil,crude oil,2010,CH4,0.337132965
EU_Southeast,crude oil,crude oil,crude oil,2010,N2O,0
EU_Southeast,natural gas,natural gas,natural gas,2010,CH4,0.300110342
EU_Southeast,natural gas,natural gas,natural gas,2010,N2O,0
EU_Southeast,coal,coal,coal,2015,CH4,0.180030838
EU_Southeast,coal,coal,coal,2015,N2O,0
EU_Southeast,crude oil,crude oil,crude oil,2015,CH4,0.354957542
EU_Southeast,crude oil,crude oil,crude oil,2015,N2O,0
EU_Southeast,natural gas,natural gas,natural gas,2015,CH4,0.337804658
EU_Southeast,natural gas,natural gas,natural gas,2015,N2O,0
EU_Northeast,coal,coal,coal,1975,CH4,0.018071166
EU_Northeast,coal,coal,coal,1975,N2O,0
EU_Northeast,crude oil,crude oil,crude oil,1975,CH4,0.392040911
EU_Northeast,crude oil,crude oil,crude oil,1975,N2O,0
EU_Northeast,natural gas,natural gas,natural gas,1975,CH4,0.051817371
EU_Northeast,natural gas,natural gas,natural gas,1975,N2O,0
EU_Northeast,coal,coal,coal,1990,CH4,0.006695527
EU_Northeast,coal,coal,coal,1990,N2O,0
EU_Northeast,crude oil,crude oil,crude oil,1990,CH4,0.452815391
EU_Northeast,crude oil,crude oil,crude oil,1990,N2O,0
EU_Northeast,natural gas,natural gas,natural gas,1990,CH4,0.442162796
EU_Northeast,natural gas,natural gas,natural gas,1990,N2O,0
EU_Northeast,coal,coal,coal,2005,CH4,0.008636539
EU_Northeast,coal,coal,coal,2005,N2O,0
EU_Northeast,crude oil,crude oil,crude oil,2005,CH4,0.380829137
EU_Northeast,crude oil,crude oil,crude oil,2005,N2O,0
EU_Northeast,natural gas,natural gas,natural gas,2005,CH4,0.332724508
EU_Northeast,natural gas,natural gas,natural gas,2005,N2O,0
EU_Northeast,coal,coal,coal,2010,CH4,0.008037777
EU_Northeast,coal,coal,coal,2010,N2O,0
EU_Northeast,crude oil,crude oil,crude oil,2010,CH4,0.337132965
EU_Northeast,crude oil,crude oil,crude oil,2010,N2O,0
EU_Northeast,natural gas,natural gas,natural gas,2010,CH4,0.300110342
EU_Northeast,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
EU_Northeast,coal,coal,coal,2015,CH4,0.010317091
EU_Northeast,coal,coal,coal,2015,N2O,0
EU_Northeast,crude oil,crude oil,crude oil,2015,CH4,0.354957542
EU_Northeast,crude oil,crude oil,crude oil,2015,N2O,0
EU_Northeast,natural gas,natural gas,natural gas,2015,CH4,0.337804658
EU_Northeast,natural gas,natural gas,natural gas,2015,N2O,0
Lithuania,coal,coal,coal,1975,CH4,0.002208497
Lithuania,coal,coal,coal,1975,N2O,0
Lithuania,crude oil,crude oil,crude oil,1975,CH4,0.003493528
Lithuania,crude oil,crude oil,crude oil,1975,N2O,0
Lithuania,natural gas,natural gas,natural gas,1975,CH4,0.003493528
Lithuania,natural gas,natural gas,natural gas,1975,N2O,0
Lithuania,coal,coal,coal,1990,CH4,0.189951427
Lithuania,coal,coal,coal,1990,N2O,0
Lithuania,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Lithuania,crude oil,crude oil,crude oil,1990,N2O,0
Lithuania,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Lithuania,natural gas,natural gas,natural gas,1990,N2O,0
Lithuania,coal,coal,coal,2005,CH4,0.119356968
Lithuania,coal,coal,coal,2005,N2O,0
Lithuania,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Lithuania,crude oil,crude oil,crude oil,2005,N2O,0
Lithuania,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Lithuania,natural gas,natural gas,natural gas,2005,N2O,0
Lithuania,coal,coal,coal,2010,CH4,0.270226267
Lithuania,coal,coal,coal,2010,N2O,0
Lithuania,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Lithuania,crude oil,crude oil,crude oil,2010,N2O,0
Lithuania,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Lithuania,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Lithuania,coal,coal,coal,2015,CH4,0.115464274
Lithuania,coal,coal,coal,2015,N2O,0
Lithuania,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Lithuania,crude oil,crude oil,crude oil,2015,N2O,0
Lithuania,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Lithuania,natural gas,natural gas,natural gas,2015,N2O,0
