Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
1990,AK,"Combined Heat and Power, Commercial Power",All Sources,,4,85.9,80.1
1990,AK,"Combined Heat and Power, Commercial Power",Coal,,3,65.5,61.1
1990,AK,"Combined Heat and Power, Commercial Power",Petroleum,,1,20.4,19
1990,AK,"Combined Heat and Power, Industrial Power",All Sources,,23,229.4,204.2
1990,AK,"Combined Heat and Power, Industrial Power",Natural Gas,,28,159.3,136.7
1990,AK,"Combined Heat and Power, Industrial Power",Petroleum,,8,68.3,65.9
1990,AK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,2,1.8,1.7
1990,AK,"Electric Generators, Electric Utilities",All Sources,,125,"1,754.70","1,541.80"
1990,AK,"Electric Generators, Electric Utilities",Coal,,2,53.5,55.5
1990,AK,"Electric Generators, Electric Utilities",Hydroelectric,,20,240.7,235.7
1990,AK,"Electric Generators, Electric Utilities",Natural Gas,,7,924.4,756.2
1990,AK,"Electric Generators, Electric Utilities",Petroleum,,95,536.1,494.4
1990,AK,"Electric Generators, Electric Utilities",Wind,,1,0,0
1990,AK,Total Electric Power Industry,All Sources,,152,"2,070.00","1,826.10"
1990,AK,Total Electric Power Industry,Coal,,,119,116.6
1990,AK,Total Electric Power Industry,Hydroelectric,,20,240.7,235.7
1990,AK,Total Electric Power Industry,Natural Gas,,21,"1,083.80",892.9
1990,AK,Total Electric Power Industry,Petroleum,,,624.7,579.3
1990,AK,Total Electric Power Industry,Wind,,1,0,0
1990,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,,1,1.8,1.7
1990,AL,"Combined Heat and Power, Electric Power",All Sources,,2,101.9,95.5
1990,AL,"Combined Heat and Power, Electric Power",Natural Gas,,1,15.6,15
1990,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,,1,86.3,80.5
1990,AL,"Combined Heat and Power, Industrial Power",All Sources,,14,443,421.1
1990,AL,"Combined Heat and Power, Industrial Power",Coal,,1,25,23.2
1990,AL,"Combined Heat and Power, Industrial Power",Natural Gas,,8,44.4,38.5
1990,AL,"Combined Heat and Power, Industrial Power",Other Gases,,6,92.5,90.2
1990,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,12,281.1,269.2
1990,AL,"Electric Generators, Electric Utilities",All Sources,,36,"21,252.30","20,022.70"
1990,AL,"Electric Generators, Electric Utilities",Coal,,10,"12,619.50","11,776.70"
1990,AL,"Electric Generators, Electric Utilities",Hydroelectric,,21,"2,857.00","2,934.30"
1990,AL,"Electric Generators, Electric Utilities",Natural Gas,,2,476,400
1990,AL,"Electric Generators, Electric Utilities",Nuclear,,2,"5,232.50","4,847.00"
1990,AL,"Electric Generators, Electric Utilities",Petroleum,,1,67.3,64.8
1990,AL,"Electric Generators, Independent Power Producers",All Sources,,1,5,4.7
1990,AL,"Electric Generators, Independent Power Producers",Other Biomass,,,5,4.7
1990,AL,Total Electric Power Industry,All Sources,,53,"21,802.20","20,544.00"
1990,AL,Total Electric Power Industry,Coal,,,"12,644.50","11,799.80"
1990,AL,Total Electric Power Industry,Hydroelectric,,21,"2,857.00","2,934.30"
1990,AL,Total Electric Power Industry,Natural Gas,,7,536,453.5
1990,AL,Total Electric Power Industry,Nuclear,,2,"5,232.50","4,847.00"
1990,AL,Total Electric Power Industry,Other Biomass,,,5,4.7
1990,AL,Total Electric Power Industry,Other Gases,,3,92.5,90.2
1990,AL,Total Electric Power Industry,Petroleum,,,67.3,64.8
1990,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,,7,367.4,349.7
1990,AR,"Combined Heat and Power, Commercial Power",All Sources,,3,14.2,13.8
1990,AR,"Combined Heat and Power, Commercial Power",Natural Gas,,4,12.5,12.2
1990,AR,"Combined Heat and Power, Commercial Power",Other Biomass,,,1.7,1.7
1990,AR,"Combined Heat and Power, Industrial Power",All Sources,,7,333.3,311.8
1990,AR,"Combined Heat and Power, Industrial Power",Natural Gas,,4,85,76.6
1990,AR,"Combined Heat and Power, Industrial Power",Petroleum,,1,1.3,1.2
1990,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,8,247,234
1990,AR,"Electric Generators, Electric Utilities",All Sources,,37,"9,857.50","9,641.20"
1990,AR,"Electric Generators, Electric Utilities",Coal,,3,"3,958.00","3,817.00"
1990,AR,"Electric Generators, Electric Utilities",Hydroelectric,,13,"1,132.90","1,261.70"
1990,AR,"Electric Generators, Electric Utilities",Natural Gas,,14,"2,662.80","2,619.90"
1990,AR,"Electric Generators, Electric Utilities",Nuclear,,1,"1,845.00","1,694.00"
1990,AR,"Electric Generators, Electric Utilities",Petroleum,,6,230.9,220.6
1990,AR,"Electric Generators, Electric Utilities",Pumped Storage,,,28,28
1990,AR,Total Electric Power Industry,All Sources,,47,"10,204.90","9,966.80"
1990,AR,Total Electric Power Industry,Coal,,,"3,958.00","3,817.00"
1990,AR,Total Electric Power Industry,Hydroelectric,,13,"1,132.90","1,261.70"
1990,AR,Total Electric Power Industry,Natural Gas,,18,"2,760.20","2,708.60"
1990,AR,Total Electric Power Industry,Nuclear,,1,"1,845.00","1,694.00"
1990,AR,Total Electric Power Industry,Other Biomass,,,1.7,1.7
1990,AR,Total Electric Power Industry,Petroleum,,,232.1,221.8
1990,AR,Total Electric Power Industry,Pumped Storage,,,28,28
1990,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,,4,247,234
1990,AZ,"Combined Heat and Power, Commercial Power",All Sources,,3,6.9,6.5
1990,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,,4,3.9,3.6
1990,AZ,"Combined Heat and Power, Commercial Power",Petroleum,,1,3,2.9
1990,AZ,"Combined Heat and Power, Industrial Power",All Sources,,4,104.8,98.8
1990,AZ,"Combined Heat and Power, Industrial Power",Coal,,1,55,51
1990,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,,2,44.5,42.6
1990,AZ,"Combined Heat and Power, Industrial Power",Petroleum,,2,5.3,5.1
1990,AZ,"Electric Generators, Electric Utilities",All Sources,,35,"16,493.90","14,905.70"
1990,AZ,"Electric Generators, Electric Utilities",Coal,,6,"5,693.50","5,116.00"
1990,AZ,"Electric Generators, Electric Utilities",Hydroelectric,,12,"2,536.90","2,595.00"
1990,AZ,"Electric Generators, Electric Utilities",Natural Gas,,14,"3,803.00","3,305.70"
1990,AZ,"Electric Generators, Electric Utilities",Nuclear,,1,"4,209.60","3,663.00"
1990,AZ,"Electric Generators, Electric Utilities",Petroleum,,2,102.5,78
1990,AZ,"Electric Generators, Electric Utilities",Pumped Storage,,,148.5,148
1990,AZ,Total Electric Power Industry,All Sources,,42,"16,605.60","15,011.00"
1990,AZ,Total Electric Power Industry,Coal,,,"5,748.50","5,167.00"
1990,AZ,Total Electric Power Industry,Hydroelectric,,12,"2,536.90","2,595.00"
1990,AZ,Total Electric Power Industry,Natural Gas,,17,"3,851.40","3,351.90"
1990,AZ,Total Electric Power Industry,Nuclear,,1,"4,209.60","3,663.00"
1990,AZ,Total Electric Power Industry,Petroleum,,,110.7,86
1990,AZ,Total Electric Power Industry,Pumped Storage,,,148.5,148
1990,CA,"Combined Heat and Power, Commercial Power",All Sources,,53,299,263.1
1990,CA,"Combined Heat and Power, Commercial Power",Hydroelectric,,2,5,4.8
1990,CA,"Combined Heat and Power, Commercial Power",Natural Gas,,88,262.7,230.2
1990,CA,"Combined Heat and Power, Commercial Power",Other Biomass,,,26.4,23.5
1990,CA,"Combined Heat and Power, Commercial Power",Petroleum,,2,4.9,4.8
1990,CA,"Combined Heat and Power, Electric Power",All Sources,,57,"2,989.40","2,588.20"
1990,CA,"Combined Heat and Power, Electric Power",Coal,,5,289.7,271.4
1990,CA,"Combined Heat and Power, Electric Power",Natural Gas,,49,"2,661.40","2,280.90"
1990,CA,"Combined Heat and Power, Electric Power",Other Biomass,,,14.4,13.4
1990,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,,2,24,22.5
1990,CA,"Combined Heat and Power, Industrial Power",All Sources,,102,"2,567.20","2,251.90"
1990,CA,"Combined Heat and Power, Industrial Power",Coal,,3,140.8,131.4
1990,CA,"Combined Heat and Power, Industrial Power",Natural Gas,,146,"1,963.60","1,700.40"
1990,CA,"Combined Heat and Power, Industrial Power",Other Biomass,,,5.1,4.8
1990,CA,"Combined Heat and Power, Industrial Power",Other Gases,,6,124,106.2
1990,CA,"Combined Heat and Power, Industrial Power",Petroleum,,2,76.2,67.5
1990,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,38,257.4,241.6
1990,CA,"Electric Generators, Electric Utilities",All Sources,,299,"44,548.20","43,681.50"
1990,CA,"Electric Generators, Electric Utilities",Geothermal,,,"1,771.00","1,592.10"
1990,CA,"Electric Generators, Electric Utilities",Hydroelectric,,229,"8,750.90","9,198.90"
1990,CA,"Electric Generators, Electric Utilities",Natural Gas,,47,"22,645.30","21,815.40"
1990,CA,"Electric Generators, Electric Utilities",Nuclear,,2,"5,010.60","4,746.00"
1990,CA,"Electric Generators, Electric Utilities",Petroleum,,13,"3,014.70","2,800.00"
1990,CA,"Electric Generators, Electric Utilities",Pumped Storage,,,"3,352.80","3,526.00"
1990,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,,,3,3
1990,CA,"Electric Generators, Independent Power Producers",All Sources,,228,"4,622.10","4,430.40"
1990,CA,"Electric Generators, Independent Power Producers",Coal,,2,31.8,28.7
1990,CA,"Electric Generators, Independent Power Producers",Geothermal,,26,961.6,902.3
1990,CA,"Electric Generators, Independent Power Producers",Hydroelectric,,51,578.7,563.5
1990,CA,"Electric Generators, Independent Power Producers",Natural Gas,,8,52,48.5
1990,CA,"Electric Generators, Independent Power Producers",Other Biomass,,,359.3,333.3
1990,CA,"Electric Generators, Independent Power Producers",Other Gases,,1,1.2,1.2
1990,CA,"Electric Generators, Independent Power Producers",Petroleum,,,102.5,95.3
1990,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,,10,360.2,310.7
1990,CA,"Electric Generators, Independent Power Producers",Wind,,78,"1,774.90","1,774.90"
1990,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,,16,399.9,371.9
1990,CA,Total Electric Power Industry,All Sources,,739,"55,025.80","53,215.00"
1990,CA,Total Electric Power Industry,Coal,,,462.3,431.6
1990,CA,Total Electric Power Industry,Geothermal,,26,"2,732.60","2,494.40"
1990,CA,Total Electric Power Industry,Hydroelectric,,281,"9,334.60","9,767.20"
1990,CA,Total Electric Power Industry,Natural Gas,,221,"27,584.90","26,075.50"
1990,CA,Total Electric Power Industry,Nuclear,,2,"5,010.60","4,746.00"
1990,CA,Total Electric Power Industry,Other Biomass,,,405.2,375
1990,CA,Total Electric Power Industry,Other Gases,,4,125.2,107.4
1990,CA,Total Electric Power Industry,Petroleum,,,"3,198.30","2,967.60"
1990,CA,Total Electric Power Industry,Pumped Storage,,,"3,352.80","3,526.00"
1990,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,,10,363.2,313.7
1990,CA,Total Electric Power Industry,Wind,,78,"1,774.90","1,774.90"
1990,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,,37,681.3,636
1990,CO,"Combined Heat and Power, Commercial Power",All Sources,,1,4.8,4.7
1990,CO,"Combined Heat and Power, Commercial Power",Other Biomass,,,4.8,4.7
1990,CO,"Combined Heat and Power, Electric Power",All Sources,,3,191.2,167
1990,CO,"Combined Heat and Power, Electric Power",Coal,,1,35,32.7
1990,CO,"Combined Heat and Power, Electric Power",Natural Gas,,2,156.2,134.3
1990,CO,"Combined Heat and Power, Industrial Power",All Sources,,4,15.4,14.1
1990,CO,"Combined Heat and Power, Industrial Power",Natural Gas,,6,12.4,11.2
1990,CO,"Combined Heat and Power, Industrial Power",Petroleum,,1,3,2.9
1990,CO,"Electric Generators, Electric Utilities",All Sources,,78,"6,721.70","6,632.60"
1990,CO,"Electric Generators, Electric Utilities",Coal,,14,"5,084.10","4,944.50"
1990,CO,"Electric Generators, Electric Utilities",Hydroelectric,,31,525.5,542.2
1990,CO,"Electric Generators, Electric Utilities",Natural Gas,,18,383.6,392.6
1990,CO,"Electric Generators, Electric Utilities",Petroleum,,15,220,220.9
1990,CO,"Electric Generators, Electric Utilities",Pumped Storage,,,508.5,532.5
1990,CO,"Electric Generators, Independent Power Producers",All Sources,,11,105.4,95.4
1990,CO,"Electric Generators, Independent Power Producers",Hydroelectric,,10,30.4,29.2
1990,CO,"Electric Generators, Independent Power Producers",Natural Gas,,1,75,66.3
1990,CO,Total Electric Power Industry,All Sources,,97,"7,038.60","6,913.80"
1990,CO,Total Electric Power Industry,Coal,,,"5,119.10","4,977.20"
1990,CO,Total Electric Power Industry,Hydroelectric,,41,555.9,571.3
1990,CO,Total Electric Power Industry,Natural Gas,,24,627.3,604.3
1990,CO,Total Electric Power Industry,Other Biomass,,,4.8,4.7
1990,CO,Total Electric Power Industry,Petroleum,,,223,223.8
1990,CO,Total Electric Power Industry,Pumped Storage,,,508.5,532.5
1990,CT,"Combined Heat and Power, Commercial Power",All Sources,,3,31.9,28.5
1990,CT,"Combined Heat and Power, Commercial Power",Natural Gas,,4,21.9,18.8
1990,CT,"Combined Heat and Power, Commercial Power",Petroleum,,1,10,9.6
1990,CT,"Combined Heat and Power, Electric Power",All Sources,,7,427.4,384.9
1990,CT,"Combined Heat and Power, Electric Power",Coal,,1,213.9,200.4
1990,CT,"Combined Heat and Power, Electric Power",Natural Gas,,4,200.2,172.2
1990,CT,"Combined Heat and Power, Electric Power",Other Biomass,,,13.3,12.3
1990,CT,"Combined Heat and Power, Industrial Power",All Sources,,4,38.5,36.9
1990,CT,"Combined Heat and Power, Industrial Power",Hydroelectric,,2,2.7,2.6
1990,CT,"Combined Heat and Power, Industrial Power",Natural Gas,,6,35.8,34.3
1990,CT,"Electric Generators, Electric Utilities",All Sources,,42,"7,431.70","7,141.30"
1990,CT,"Electric Generators, Electric Utilities",Coal,,1,399.5,385
1990,CT,"Electric Generators, Electric Utilities",Hydroelectric,,15,101.7,108.2
1990,CT,"Electric Generators, Electric Utilities",Nuclear,,2,"3,424.80","3,216.90"
1990,CT,"Electric Generators, Electric Utilities",Other Biomass,,,90,64.1
1990,CT,"Electric Generators, Electric Utilities",Petroleum,,13,"3,384.60","3,335.40"
1990,CT,"Electric Generators, Electric Utilities",Pumped Storage,,,31,31.8
1990,CT,"Electric Generators, Independent Power Producers",All Sources,,7,102.4,95.7
1990,CT,"Electric Generators, Independent Power Producers",Hydroelectric,,5,19.1,18.2
1990,CT,"Electric Generators, Independent Power Producers",Other Biomass,,,83.3,77.5
1990,CT,Total Electric Power Industry,All Sources,,63,"8,031.90","7,687.20"
1990,CT,Total Electric Power Industry,Coal,,,613.4,585.4
1990,CT,Total Electric Power Industry,Hydroelectric,,21,123.6,128.9
1990,CT,Total Electric Power Industry,Natural Gas,,11,257.9,225.3
1990,CT,Total Electric Power Industry,Nuclear,,2,"3,424.80","3,216.90"
1990,CT,Total Electric Power Industry,Other Biomass,,,186.6,153.9
1990,CT,Total Electric Power Industry,Petroleum,,,"3,394.60","3,345.00"
1990,CT,Total Electric Power Industry,Pumped Storage,,,31,31.8
1990,DC,"Combined Heat and Power, Commercial Power",All Sources,,1,2.8,2.6
1990,DC,"Combined Heat and Power, Commercial Power",Coal,,1,2.8,2.6
1990,DC,"Electric Generators, Electric Utilities",All Sources,,2,868,806
1990,DC,"Electric Generators, Electric Utilities",Petroleum,,2,868,806
1990,DC,Total Electric Power Industry,All Sources,,3,870.8,808.6
1990,DC,Total Electric Power Industry,Coal,,,2.8,2.6
1990,DC,Total Electric Power Industry,Petroleum,,,868,806
1990,DE,"Combined Heat and Power, Industrial Power",All Sources,,5,186.2,176.9
1990,DE,"Combined Heat and Power, Industrial Power",Coal,,2,40.5,37.1
1990,DE,"Combined Heat and Power, Industrial Power",Natural Gas,,2,4.5,4.3
1990,DE,"Combined Heat and Power, Industrial Power",Other Gases,,2,1.2,1.2
1990,DE,"Combined Heat and Power, Industrial Power",Petroleum,,1,140,134.2
1990,DE,"Electric Generators, Electric Utilities",All Sources,,15,"2,140.90","1,964.50"
1990,DE,"Electric Generators, Electric Utilities",Coal,,2,959.2,919
1990,DE,"Electric Generators, Electric Utilities",Natural Gas,,3,230,187.4
1990,DE,"Electric Generators, Electric Utilities",Petroleum,,9,951.7,858.2
1990,DE,Total Electric Power Industry,All Sources,,20,"2,327.10","2,141.40"
1990,DE,Total Electric Power Industry,Coal,,,999.7,956.1
1990,DE,Total Electric Power Industry,Natural Gas,,4,234.5,191.7
1990,DE,Total Electric Power Industry,Other Gases,,1,1.2,1.2
1990,DE,Total Electric Power Industry,Petroleum,,,"1,091.70",992.4
1990,FL,"Combined Heat and Power, Commercial Power",All Sources,,9,61.1,54.9
1990,FL,"Combined Heat and Power, Commercial Power",Natural Gas,,10,48.4,42.6
1990,FL,"Combined Heat and Power, Commercial Power",Other Biomass,,,6.3,6.1
1990,FL,"Combined Heat and Power, Commercial Power",Petroleum,,2,6.5,6.3
1990,FL,"Combined Heat and Power, Electric Power",All Sources,,1,125,117.1
1990,FL,"Combined Heat and Power, Electric Power",Coal,,1,125,117.1
1990,FL,"Combined Heat and Power, Industrial Power",All Sources,,35,"1,019.50",953.1
1990,FL,"Combined Heat and Power, Industrial Power",Coal,,3,133.8,125.1
1990,FL,"Combined Heat and Power, Industrial Power",Natural Gas,,22,141.9,128.5
1990,FL,"Combined Heat and Power, Industrial Power",Other,,18,328,306.8
1990,FL,"Combined Heat and Power, Industrial Power",Other Biomass,,,46.1,44.1
1990,FL,"Combined Heat and Power, Industrial Power",Petroleum,,4,27.5,26.5
1990,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,12,342.2,322.1
1990,FL,"Electric Generators, Electric Utilities",All Sources,,98,"36,170.00","32,714.20"
1990,FL,"Electric Generators, Electric Utilities",Coal,,11,"10,851.80","9,971.30"
1990,FL,"Electric Generators, Electric Utilities",Hydroelectric,,3,42.5,47.5
1990,FL,"Electric Generators, Electric Utilities",Natural Gas,,36,"8,422.40","7,774.90"
1990,FL,"Electric Generators, Electric Utilities",Nuclear,,3,"4,110.30","3,813.00"
1990,FL,"Electric Generators, Electric Utilities",Petroleum,,45,"12,743.00","11,107.50"
1990,FL,"Electric Generators, Independent Power Producers",All Sources,,12,342.8,317.6
1990,FL,"Electric Generators, Independent Power Producers",Other Biomass,,,313.8,290.7
1990,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,,3,29,27
1990,FL,Total Electric Power Industry,All Sources,,155,"37,718.40","34,157.00"
1990,FL,Total Electric Power Industry,Coal,,,"11,110.60","10,213.50"
1990,FL,Total Electric Power Industry,Hydroelectric,,3,42.5,47.5
1990,FL,Total Electric Power Industry,Natural Gas,,52,"8,612.60","7,946.00"
1990,FL,Total Electric Power Industry,Nuclear,,3,"4,110.30","3,813.00"
1990,FL,Total Electric Power Industry,Other,,9,328,306.8
1990,FL,Total Electric Power Industry,Other Biomass,,,366.2,340.8
1990,FL,Total Electric Power Industry,Petroleum,,,"12,777.00","11,140.20"
1990,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,,9,371.2,349.1
1990,GA,"Combined Heat and Power, Commercial Power",All Sources,,10,54.7,53.4
1990,GA,"Combined Heat and Power, Commercial Power",Natural Gas,,4,4,3.9
1990,GA,"Combined Heat and Power, Commercial Power",Petroleum,,8,50.7,49.5
1990,GA,"Combined Heat and Power, Industrial Power",All Sources,,39,974.4,906.5
1990,GA,"Combined Heat and Power, Industrial Power",Coal,,5,88,78.7
1990,GA,"Combined Heat and Power, Industrial Power",Hydroelectric,,8,6.2,6.3
1990,GA,"Combined Heat and Power, Industrial Power",Natural Gas,,18,140.1,125.8
1990,GA,"Combined Heat and Power, Industrial Power",Petroleum,,7,99.5,93
1990,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,28,640.6,602.7
1990,GA,"Electric Generators, Electric Utilities",All Sources,,58,"21,266.90","20,730.80"
1990,GA,"Electric Generators, Electric Utilities",Coal,,12,"12,969.80","12,951.50"
1990,GA,"Electric Generators, Electric Utilities",Hydroelectric,,31,"1,984.50","1,981.20"
1990,GA,"Electric Generators, Electric Utilities",Natural Gas,,7,111,96.2
1990,GA,"Electric Generators, Electric Utilities",Nuclear,,2,"3,950.00","3,726.40"
1990,GA,"Electric Generators, Electric Utilities",Petroleum,,6,"1,792.80","1,487.90"
1990,GA,"Electric Generators, Electric Utilities",Pumped Storage,,,458.8,487.6
1990,GA,"Electric Generators, Independent Power Producers",All Sources,,5,5.7,5.4
1990,GA,"Electric Generators, Independent Power Producers",Hydroelectric,,3,3.4,3.3
1990,GA,"Electric Generators, Independent Power Producers",Natural Gas,,1,1.2,1.1
1990,GA,"Electric Generators, Independent Power Producers",Petroleum,,1,1.1,1
1990,GA,Total Electric Power Industry,All Sources,,112,"22,301.70","21,696.10"
1990,GA,Total Electric Power Industry,Coal,,,"13,057.80","13,030.20"
1990,GA,Total Electric Power Industry,Hydroelectric,,38,"1,994.10","1,990.70"
1990,GA,Total Electric Power Industry,Natural Gas,,19,256.4,227.1
1990,GA,Total Electric Power Industry,Nuclear,,2,"3,950.00","3,726.40"
1990,GA,Total Electric Power Industry,Petroleum,,,"1,944.10","1,631.40"
1990,GA,Total Electric Power Industry,Pumped Storage,,,458.8,487.6
1990,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,,14,640.6,602.7
1990,HI,"Combined Heat and Power, Electric Power",All Sources,,2,143,124.6
1990,HI,"Combined Heat and Power, Electric Power",Coal,,1,23.8,22.1
1990,HI,"Combined Heat and Power, Electric Power",Petroleum,,1,119.2,102.5
1990,HI,"Combined Heat and Power, Industrial Power",All Sources,,19,199.2,187.3
1990,HI,"Combined Heat and Power, Industrial Power",Hydroelectric,,14,14.7,14.4
1990,HI,"Combined Heat and Power, Industrial Power",Other Biomass,,,143.8,138
1990,HI,"Combined Heat and Power, Industrial Power",Other Gases,,2,9,7.7
1990,HI,"Combined Heat and Power, Industrial Power",Petroleum,,3,31.8,27.3
1990,HI,"Electric Generators, Electric Utilities",All Sources,,19,"1,541.60","1,486.70"
1990,HI,"Electric Generators, Electric Utilities",Hydroelectric,,2,3.4,3.4
1990,HI,"Electric Generators, Electric Utilities",Petroleum,,17,"1,538.20","1,483.40"
1990,HI,"Electric Generators, Independent Power Producers",All Sources,,6,92.6,87.6
1990,HI,"Electric Generators, Independent Power Producers",Other Biomass,,,66.8,61.8
1990,HI,"Electric Generators, Independent Power Producers",Petroleum,,1,2.7,2.6
1990,HI,"Electric Generators, Independent Power Producers",Wind,,3,23.2,23.2
1990,HI,Total Electric Power Industry,All Sources,,46,"1,976.40","1,886.20"
1990,HI,Total Electric Power Industry,Coal,,,23.8,22.1
1990,HI,Total Electric Power Industry,Hydroelectric,,9,18,17.7
1990,HI,Total Electric Power Industry,Other Biomass,,,210.5,199.8
1990,HI,Total Electric Power Industry,Other Gases,,1,9,7.7
1990,HI,Total Electric Power Industry,Petroleum,,,"1,691.90","1,615.80"
1990,HI,Total Electric Power Industry,Wind,,3,23.2,23.2
1990,IA,"Combined Heat and Power, Commercial Power",All Sources,,2,11,9.9
1990,IA,"Combined Heat and Power, Commercial Power",Coal,,1,7.5,6.5
1990,IA,"Combined Heat and Power, Commercial Power",Petroleum,,1,3.5,3.4
1990,IA,"Combined Heat and Power, Electric Power",All Sources,,1,33,30.6
1990,IA,"Combined Heat and Power, Electric Power",Coal,,1,33,30.6
1990,IA,"Combined Heat and Power, Industrial Power",All Sources,,7,209.3,195.3
1990,IA,"Combined Heat and Power, Industrial Power",Coal,,7,209.3,195.3
1990,IA,"Electric Generators, Electric Utilities",All Sources,,152,"8,647.40","7,952.20"
1990,IA,"Electric Generators, Electric Utilities",Coal,,21,"6,255.10","5,860.00"
1990,IA,"Electric Generators, Electric Utilities",Hydroelectric,,6,130.3,124.5
1990,IA,"Electric Generators, Electric Utilities",Natural Gas,,60,896.5,779
1990,IA,"Electric Generators, Electric Utilities",Nuclear,,1,597.2,530
1990,IA,"Electric Generators, Electric Utilities",Petroleum,,63,768.3,658.7
1990,IA,"Electric Generators, Independent Power Producers",All Sources,,9,135.8,117.7
1990,IA,"Electric Generators, Independent Power Producers",Hydroelectric,,2,5.4,5.2
1990,IA,"Electric Generators, Independent Power Producers",Natural Gas,,2,71.5,61
1990,IA,"Electric Generators, Independent Power Producers",Petroleum,,5,59,51.5
1990,IA,Total Electric Power Industry,All Sources,,171,"9,036.50","8,305.70"
1990,IA,Total Electric Power Industry,Coal,,,"6,504.90","6,092.40"
1990,IA,Total Electric Power Industry,Hydroelectric,,8,135.6,129.6
1990,IA,Total Electric Power Industry,Natural Gas,,62,968,840
1990,IA,Total Electric Power Industry,Nuclear,,1,597.2,530
1990,IA,Total Electric Power Industry,Petroleum,,,830.7,713.7
1990,ID,"Combined Heat and Power, Electric Power",All Sources,,2,12.5,11.2
1990,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,,2,12.5,11.2
1990,ID,"Combined Heat and Power, Industrial Power",All Sources,,5,91.2,85.4
1990,ID,"Combined Heat and Power, Industrial Power",Coal,,2,13.3,12.3
1990,ID,"Combined Heat and Power, Industrial Power",Other,,2,15.9,14.8
1990,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,4,62,58.3
1990,ID,"Electric Generators, Electric Utilities",All Sources,,45,"2,064.40","2,282.30"
1990,ID,"Electric Generators, Electric Utilities",Hydroelectric,,42,"2,009.10","2,226.60"
1990,ID,"Electric Generators, Electric Utilities",Petroleum,,3,55.2,55.7
1990,ID,"Electric Generators, Independent Power Producers",All Sources,,26,229,217.5
1990,ID,"Electric Generators, Independent Power Producers",Hydroelectric,,26,229,217.5
1990,ID,Total Electric Power Industry,All Sources,,78,"2,397.00","2,596.40"
1990,ID,Total Electric Power Industry,Coal,,,13.3,12.3
1990,ID,Total Electric Power Industry,Hydroelectric,,68,"2,238.10","2,444.10"
1990,ID,Total Electric Power Industry,Other,,1,15.9,14.8
1990,ID,Total Electric Power Industry,Petroleum,,,55.2,55.7
1990,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,,4,74.5,69.5
1990,IL,"Combined Heat and Power, Commercial Power",All Sources,,6,15.4,13.9
1990,IL,"Combined Heat and Power, Commercial Power",Natural Gas,,10,13.9,12.5
1990,IL,"Combined Heat and Power, Commercial Power",Petroleum,,1,1.5,1.4
1990,IL,"Combined Heat and Power, Electric Power",All Sources,,3,7.7,7
1990,IL,"Combined Heat and Power, Electric Power",Natural Gas,,2,3.8,3.7
1990,IL,"Combined Heat and Power, Electric Power",Other Biomass,,,3.9,3.3
1990,IL,"Combined Heat and Power, Industrial Power",All Sources,,31,533.4,493.9
1990,IL,"Combined Heat and Power, Industrial Power",Coal,,7,284.5,265.9
1990,IL,"Combined Heat and Power, Industrial Power",Natural Gas,,38,195.3,177.3
1990,IL,"Combined Heat and Power, Industrial Power",Other Gases,,6,47.2,44.9
1990,IL,"Combined Heat and Power, Industrial Power",Petroleum,,2,6.3,5.9
1990,IL,"Electric Generators, Electric Utilities",All Sources,,99,"36,923.20","32,602.50"
1990,IL,"Electric Generators, Electric Utilities",Coal,,25,"17,220.10","14,912.00"
1990,IL,"Electric Generators, Electric Utilities",Hydroelectric,,4,11.5,9.7
1990,IL,"Electric Generators, Electric Utilities",Natural Gas,,33,746.2,591.5
1990,IL,"Electric Generators, Electric Utilities",Nuclear,,7,"13,734.30","12,609.00"
1990,IL,"Electric Generators, Electric Utilities",Petroleum,,30,"5,211.10","4,480.30"
