# Take GHG emissions for the energy system, filter to include only resources
# in model base years, and rename to regional SO2.
# NOTE: only for SDG version - GCAM_v7p1_plus - VanDeVen et al 2026
region,resource,subresource,technology,year,Non.CO2,emiss.coef,emiss.units
Middle East,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Pakistan,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Pakistan,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Russia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Russia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Russia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Russia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Russia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Russia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Russia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
South Africa,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
South Africa,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
South Africa,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Africa,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,CH4,0.02033,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.6259090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.6259090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.6259090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.6259090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.6259090909,MTC
South America_Northern,crude oil,unconventional oil,unconventional oil,1975,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,1990,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2005,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2010,N2O,9.112e-07,Tg
South America_Northern,crude oil,unconventional oil,unconventional oil,2015,N2O,9.112e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
South America_Southern,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South America_Southern,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
South Asia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
South Asia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
South Asia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Asia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
South Korea,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
South Korea,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
South Korea,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
South Korea,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Southeast Asia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Southeast Asia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Taiwan,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Taiwan,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Argentina,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Argentina,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Argentina,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Argentina,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1975,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1990,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2005,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2010,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2015,CH4,0.0882,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1975,CO2_FUG,0.2710909091,MTC
Colombia,crude oil,unconventional oil,unconventional oil,1990,CO2_FUG,0.2710909091,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2005,CO2_FUG,0.2710909091,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2010,CO2_FUG,0.2710909091,MTC
Colombia,crude oil,unconventional oil,unconventional oil,2015,CO2_FUG,0.2710909091,MTC
Colombia,crude oil,unconventional oil,unconventional oil,1975,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,1990,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2005,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2010,N2O,9.39e-07,Tg
Colombia,crude oil,unconventional oil,unconventional oil,2015,N2O,9.39e-07,Tg
USA,coal,coal,coal,1975,CH4,0.1918691629,Tg
USA,coal,coal,coal,1975,CO2_FUG,0.4350831414,MTC
USA,coal,coal,coal,1975,N2O,0,Tg
USA,crude oil,crude oil,crude oil,1975,CH4,0.2464354265,Tg
USA,crude oil,crude oil,crude oil,1975,CO2_FUG,0.2969361055,MTC
USA,crude oil,crude oil,crude oil,1975,N2O,3.839362234e-06,Tg
USA,natural gas,natural gas,natural gas,1975,CH4,0.2464354265,Tg
USA,natural gas,natural gas,natural gas,1975,CO2_FUG,0.2969361055,MTC
USA,natural gas,natural gas,natural gas,1975,N2O,3.839362234e-06,Tg
USA,coal,coal,coal,1990,CH4,0.1849336797,Tg
USA,coal,coal,coal,1990,CO2_FUG,0.2676012921,MTC
USA,coal,coal,coal,1990,N2O,0,Tg
USA,crude oil,crude oil,crude oil,1990,CH4,0.2659001918,Tg
USA,crude oil,crude oil,crude oil,1990,CO2_FUG,0.3203896798,MTC
USA,crude oil,crude oil,crude oil,1990,N2O,4.142615243e-06,Tg
USA,natural gas,natural gas,natural gas,1990,CH4,0.2659001918,Tg
USA,natural gas,natural gas,natural gas,1990,CO2_FUG,0.3203896798,MTC
USA,natural gas,natural gas,natural gas,1990,N2O,4.142615243e-06,Tg
USA,coal,coal,coal,2005,CH4,0.1194676675,Tg
USA,coal,coal,coal,2005,CO2_FUG,0.1714565459,MTC
USA,coal,coal,coal,2005,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2005,CH4,0.262737902,Tg
USA,crude oil,crude oil,crude oil,2005,CO2_FUG,0.328420812,MTC
USA,crude oil,crude oil,crude oil,2005,N2O,5.486809072e-06,Tg
USA,natural gas,natural gas,natural gas,2005,CH4,0.262737902,Tg
USA,natural gas,natural gas,natural gas,2005,CO2_FUG,0.328420812,MTC
USA,natural gas,natural gas,natural gas,2005,N2O,5.486809072e-06,Tg
USA,coal,coal,coal,2010,CH4,0.1619274335,Tg
USA,coal,coal,coal,2010,CO2_FUG,0.1797208684,MTC
USA,coal,coal,coal,2010,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2010,CH4,0.2145217957,Tg
USA,crude oil,crude oil,crude oil,2010,CO2_FUG,0.3154489911,MTC
USA,crude oil,crude oil,crude oil,2010,N2O,5.262134304e-06,Tg
USA,natural gas,natural gas,natural gas,2010,CH4,0.2145217957,Tg
USA,natural gas,natural gas,natural gas,2010,CO2_FUG,0.3154489911,MTC
USA,natural gas,natural gas,natural gas,2010,N2O,5.262134304e-06,Tg
USA,coal,coal,coal,2015,CH4,0.1520807417,Tg
USA,coal,coal,coal,2015,CO2_FUG,0.3021471994,MTC
USA,coal,coal,coal,2015,N2O,0,Tg
USA,crude oil,crude oil,crude oil,2015,CH4,0.1493571856,Tg
USA,crude oil,crude oil,crude oil,2015,CO2_FUG,0.3320321004,MTC
USA,crude oil,crude oil,crude oil,2015,N2O,4.91647872e-06,Tg
USA,natural gas,natural gas,natural gas,2015,CH4,0.1493571856,Tg
USA,natural gas,natural gas,natural gas,2015,CO2_FUG,0.3320321004,MTC
USA,natural gas,natural gas,natural gas,2015,N2O,4.91647872e-06,Tg
Africa_Eastern,coal,coal,coal,1975,CH4,0.4172690389,Tg
Africa_Eastern,coal,coal,coal,1975,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,1975,N2O,0,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1975,CH4,0.630934129,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1975,CO2_FUG,0.8464387718,MTC
Africa_Eastern,crude oil,crude oil,crude oil,1975,N2O,1.910766616e-06,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1975,CH4,0.6972649127,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1975,CO2_FUG,0.05703406179,MTC
Africa_Eastern,natural gas,natural gas,natural gas,1975,N2O,0.0002575652432,Tg
Africa_Eastern,coal,coal,coal,1990,CH4,0.3212810093,Tg
Africa_Eastern,coal,coal,coal,1990,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,1990,N2O,5.350158575e-07,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1990,CH4,0.4033424342,Tg
Africa_Eastern,crude oil,crude oil,crude oil,1990,CO2_FUG,0.3499539985,MTC
Africa_Eastern,crude oil,crude oil,crude oil,1990,N2O,2.214751362e-06,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1990,CH4,0.4484087064,Tg
Africa_Eastern,natural gas,natural gas,natural gas,1990,CO2_FUG,0.3268437366,MTC
Africa_Eastern,natural gas,natural gas,natural gas,1990,N2O,2.214751362e-06,Tg
Africa_Eastern,coal,coal,coal,2005,CH4,0.2604471743,Tg
Africa_Eastern,coal,coal,coal,2005,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,2005,N2O,1.488781871e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2005,CH4,0.08655463346,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.1318899969,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2005,N2O,1.810728468e-06,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2005,CH4,0.08655463346,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.1318899969,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2005,N2O,1.810728468e-06,Tg
Africa_Eastern,coal,coal,coal,2010,CH4,0.250985699,Tg
Africa_Eastern,coal,coal,coal,2010,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,2010,N2O,1.444323457e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2010,CH4,0.08440686402,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.1379537562,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2010,N2O,1.646264586e-06,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2010,CH4,0.08440686402,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.1379537562,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2010,N2O,1.646264586e-06,Tg
Africa_Eastern,coal,coal,coal,2015,CH4,0.2463320896,Tg
Africa_Eastern,coal,coal,coal,2015,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,2015,N2O,2.41930166e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2015,CH4,0.1087082594,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2015,CO2_FUG,0.2302709075,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2015,N2O,1.49550789e-06,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2015,CH4,0.1087082594,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2015,CO2_FUG,0.2302709075,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2015,N2O,1.49550789e-06,Tg
Africa_Northern,coal,coal,coal,1975,CH4,1.022306523,Tg
Africa_Northern,coal,coal,coal,1975,CO2_FUG,0.5022921932,MTC
Africa_Northern,coal,coal,coal,1975,N2O,0.0005275967985,Tg
Africa_Northern,crude oil,crude oil,crude oil,1975,CH4,1.701765766,Tg
Africa_Northern,crude oil,crude oil,crude oil,1975,CO2_FUG,1.369379869,MTC
Africa_Northern,crude oil,crude oil,crude oil,1975,N2O,3.851833602e-06,Tg
Africa_Northern,natural gas,natural gas,natural gas,1975,CH4,1.701765766,Tg
Africa_Northern,natural gas,natural gas,natural gas,1975,CO2_FUG,1.369379869,MTC
Africa_Northern,natural gas,natural gas,natural gas,1975,N2O,3.851833602e-06,Tg
Africa_Northern,coal,coal,coal,1990,CH4,1.704404892,Tg
Africa_Northern,coal,coal,coal,1990,CO2_FUG,8.882282247,MTC
Africa_Northern,coal,coal,coal,1990,N2O,0.001249822404,Tg
Africa_Northern,crude oil,crude oil,crude oil,1990,CH4,0.7797810704,Tg
Africa_Northern,crude oil,crude oil,crude oil,1990,CO2_FUG,0.6630828977,MTC
Africa_Northern,crude oil,crude oil,crude oil,1990,N2O,2.142730186e-06,Tg
Africa_Northern,natural gas,natural gas,natural gas,1990,CH4,0.7797810704,Tg
Africa_Northern,natural gas,natural gas,natural gas,1990,CO2_FUG,0.6630828977,MTC
Africa_Northern,natural gas,natural gas,natural gas,1990,N2O,2.142730186e-06,Tg
Africa_Northern,coal,coal,coal,2005,CH4,0.2604471743,Tg
Africa_Northern,coal,coal,coal,2005,CO2_FUG,0.5052578747,MTC
Africa_Northern,coal,coal,coal,2005,N2O,1.488781871e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2005,CH4,0.6783217555,Tg
Africa_Northern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.4935345208,MTC
Africa_Northern,crude oil,crude oil,crude oil,2005,N2O,1.842251064e-06,Tg
Africa_Northern,natural gas,natural gas,natural gas,2005,CH4,0.6783217555,Tg
Africa_Northern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.4935345208,MTC
Africa_Northern,natural gas,natural gas,natural gas,2005,N2O,1.842251064e-06,Tg
Africa_Northern,coal,coal,coal,2010,CH4,0.250985699,Tg
Africa_Northern,coal,coal,coal,2010,CO2_FUG,0.3980671409,MTC
Africa_Northern,coal,coal,coal,2010,N2O,1.444323457e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2010,CH4,0.5764393886,Tg
Africa_Northern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.4313233661,MTC
Africa_Northern,crude oil,crude oil,crude oil,2010,N2O,1.628390213e-06,Tg
Africa_Northern,natural gas,natural gas,natural gas,2010,CH4,0.5764393886,Tg
Africa_Northern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.4313233661,MTC
Africa_Northern,natural gas,natural gas,natural gas,2010,N2O,1.628390213e-06,Tg
Africa_Northern,coal,coal,coal,2015,CH4,0.2463320896,Tg
Africa_Northern,coal,coal,coal,2015,CO2_FUG,0.3021471994,MTC
Africa_Northern,coal,coal,coal,2015,N2O,2.41930166e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2015,CH4,0.5135947804,Tg
Africa_Northern,crude oil,crude oil,crude oil,2015,CO2_FUG,0.5274591968,MTC
Africa_Northern,crude oil,crude oil,crude oil,2015,N2O,1.101913577e-06,Tg
Africa_Northern,natural gas,natural gas,natural gas,2015,CH4,0.5135947804,Tg
Africa_Northern,natural gas,natural gas,natural gas,2015,CO2_FUG,0.5274591968,MTC
Africa_Northern,natural gas,natural gas,natural gas,2015,N2O,1.101913577e-06,Tg
Africa_Southern,coal,coal,coal,1975,CH4,2.070095536,Tg
Africa_Southern,coal,coal,coal,1975,CO2_FUG,1.270985353,MTC
Africa_Southern,coal,coal,coal,1975,N2O,0.002380334399,Tg
Africa_Southern,crude oil,crude oil,crude oil,1975,CH4,4.272861837,Tg
Africa_Southern,crude oil,crude oil,crude oil,1975,CO2_FUG,7.006516788,MTC
Africa_Southern,crude oil,crude oil,crude oil,1975,N2O,1.883423977e-06,Tg
Africa_Southern,natural gas,natural gas,natural gas,1975,CH4,4.272861837,Tg
Africa_Southern,natural gas,natural gas,natural gas,1975,CO2_FUG,0.5039517506,MTC
Africa_Southern,natural gas,natural gas,natural gas,1975,N2O,1.883423977e-06,Tg
Africa_Southern,coal,coal,coal,1990,CH4,1.45815528,Tg
Africa_Southern,coal,coal,coal,1990,CO2_FUG,0,MTC
Africa_Southern,coal,coal,coal,1990,N2O,0.001659922626,Tg
Africa_Southern,crude oil,crude oil,crude oil,1990,CH4,1.210499031,Tg
Africa_Southern,crude oil,crude oil,crude oil,1990,CO2_FUG,1.924379673,MTC
Africa_Southern,crude oil,crude oil,crude oil,1990,N2O,1.829270645e-06,Tg
Africa_Southern,natural gas,natural gas,natural gas,1990,CH4,1.210499031,Tg
Africa_Southern,natural gas,natural gas,natural gas,1990,CO2_FUG,1.924379673,MTC
Africa_Southern,natural gas,natural gas,natural gas,1990,N2O,1.829270645e-06,Tg
Africa_Southern,coal,coal,coal,2005,CH4,3.426224516,Tg
Africa_Southern,coal,coal,coal,2005,CO2_FUG,0.849095734,MTC
Africa_Southern,coal,coal,coal,2005,N2O,0.004261295046,Tg
Africa_Southern,crude oil,crude oil,crude oil,2005,CH4,0.3294777546,Tg
Africa_Southern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.8856640994,MTC
Africa_Southern,crude oil,crude oil,crude oil,2005,N2O,1.768701709e-06,Tg
Africa_Southern,natural gas,natural gas,natural gas,2005,CH4,0.3294777546,Tg
Africa_Southern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.8856640994,MTC
Africa_Southern,natural gas,natural gas,natural gas,2005,N2O,1.768701709e-06,Tg
Africa_Southern,coal,coal,coal,2010,CH4,4.827360614,Tg
Africa_Southern,coal,coal,coal,2010,CO2_FUG,0.421094331,MTC
Africa_Southern,coal,coal,coal,2010,N2O,0.006120782768,Tg
Africa_Southern,crude oil,crude oil,crude oil,2010,CH4,0.2234723046,Tg
Africa_Southern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.5404938993,MTC
Africa_Southern,crude oil,crude oil,crude oil,2010,N2O,1.726269472e-06,Tg
Africa_Southern,natural gas,natural gas,natural gas,2010,CH4,0.2234723046,Tg
Africa_Southern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.5404938993,MTC
